시군구,시장명,점포명,점포(ID),분류,소재지도로명주소,소재지지번주소,위도,경도,전화번호,홈페이지,배달서비스,취급품목,주력상품,비고,데이터기준일자
서구,양동시장,밀알수산,958,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15420786,126.902416,062-361-2915,,N,도소매,생선요리,,44445
서구,양동시장,수원수산,959,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.1542187,126.9024145,062-364-4005,,N,도소매,수산물,,44445
서구,양동시장,경주상회,960,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15423676,126.9024013,062-369-9938,,N,도소매,"쌀, 보리",,44445
서구,양동시장,점순상회,961,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15426446,126.9023733,062-362-8707,,N,도소매,"쌀,보리",,44445
서구,양동시장,삼각상회,962,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15427771,126.9023585,062-365-0708,,N,도소매,"참깨, 잡곡",,44445
서구,양동시장,포디엘,963,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15429578,126.9023335,062-513-9690,http://home.100yd.kr/index.php?cate=003001&type=view&num=551,N,도소매,"참깨, 잡곡",,44445
서구,양동시장,순흥상회,964,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15429578,126.9023217,062-366-5887,,N,도소매,"잡곡, 참깨",,44445
서구,양동시장,만물상회,965,도소매,광주광역시 서구 천변좌로208번길,광주광역시 서구 양동 350-5,35.15586144,126.8992123,062-362-0051,,N,도소매,"죽제품, 각종바구니",,44445
서구,양동시장,대한상회,966,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15431866,126.9022923,062-363-8886,,N,도소매,"홍어, 굴비",,44446
서구,양동시장,나라수산,967,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15436563,126.9022171,062-367-7772,,N,수산물,"왕새우, 바다장어, 회",,44445
서구,양동시장,남매상회,968,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15438852,126.9021891,062-369-5912,,N,식료품,"홍어, 조기, 굴비",,44445
서구,양동시장,해성수산,970,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15447162,126.9021037,062-365-4047,,N,수산물,"홍어, 굴비",,44445
서구,양동시장,합동상회,973,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15451016,126.9020271,062-369-7247,,N,수산물,굴비,,44445
서구,양동시장,해동수산,974,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15360916,126.9026878,062-369-3794,,N,수산물,"홍어, 굴비",,44445
서구,양동시장,일성낙지,975,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15363204,126.9027011,,,N,수산물,"갈치, 산낙지",,44445
서구,양동시장,진경상회,979,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15367928,126.9025921,062-369-8828,,N,도소매,각종나물,,44445
서구,양동시장,일등상회,980,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15372195,126.9025755,062-365-5336,,N,도소매,각종야채,,44445
서구,양동시장,영식상회,982,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15379372,126.9026609,062-365-2890,,N,도소매,"닭,오리,삼계",,44445
서구,양동시장,일신상회,983,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15383252,126.9025684,062-369-2518,,N,도소매,"쪽파,양념",,44445
서구,양동시장,오복상회,984,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15376269,126.9025375,062-369-3362,,Y,도소매,"쌀,참깨.잡곡",,44445
서구,양동시장,대림땅콩,985,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15380148,126.9026894,062-366-7294,,N,도소매,"견과류,건어물,땅콩,오징어,쥐포,번데기,김,미역",,44445
서구,양동시장,일성수산,986,수산물,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15392174,126.9026894,062-363-7533,,N,수산물,각종 해산물,,44445
서구,양동시장,완도수산,987,수산물,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15394696,126.9026135,062-361-3511,,N,수산물,어패류,,44445
서구,양동시장,우영상회,988,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15388683,126.9026514,062-652-8812,,N,도소매,미곡,,44445
서구,양동시장,연수상회,989,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15385191,126.9026609,062-362-8208,,N,도소매,"야채,버섯",,44445
서구,양동시장,대성상회,990,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15385385,126.902604,062-364-9243,,N,도소매,"쌀,잡곡",,44445
서구,양동시장,순흥유통,991,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15380342,126.9025826,,,N,도소매,"잡곡,참깨",,44445
서구,양동시장,동인상사,992,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15389233,126.9024771,,,N,도소매,"잡곡,참깨",,44445
서구,양동시장,창성상회,993,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15396941,126.9024756,062-363-6327,,N,도소매,"잡곡,참깨",,44445
서구,양동시장,광산홍어상회,995,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15400675,126.9023386,062-361-0868,,N,도소매,홍어무침.홍어사시미,,44445
서구,양동시장,화니홍어백화점,996,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15403204,126.9023975,062-366-1020,,N,도소매,홍어.홍어무침,,44445
서구,양동시장,금남상회,997,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15408985,126.9024285,062-366-5431,,N,도소매,대추.밤.황태,,44445
서구,양동시장,함평상회,998,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.1539935,126.9022929,062-368-7209,,N,도소매,홍어.홍어무침,,44445
서구,양동시장,해풍수산백화점(작업실),999,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15397423,126.9022753,062-365-4047,,N,도소매,각종 해산물,,44445
서구,양동시장,금광상회,1001,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15402723,126.9022635,062-363-4447,,N,도소매,홍어.굴비,,44445
서구,양동시장,진도상회,1002,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15407179,126.9022517,062-365-5288,,N,도소매,각종젓갈류,,44445
서구,양동시장,삼성수산,1005,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15406456,126.902181,062-369-5354,,N,수산물,"홍어,굴비",,44445
서구,양동시장,형제상회,1006,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15409949,126.9022208,062-364-9088,,N,수산물,"홍어,굴비",,44445
서구,양동시장,광주상회,1007,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15411876,126.9021604,062-365-8626,,N,수산물,"홍어,홍어무침",,44445
서구,양동시장,꽃님이무안상회,1008,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15408624,126.9020617,062-367-7466,,N,수산물,"홍어,홍어무침",,44445
서구,양동시장,대동상회,1009,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15410431,126.9021324,,,N,수산물,"홍어,홍어무침",,44445
서구,양동시장,신흥상회,1010,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15416814,126.9021633,062-368-7566,,N,수산물,"홍어,홍어무침",,44445
서구,양동시장,가영상회,1013,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15418741,126.9021309,062-366-1005,,N,도소매,"도라지, 죽순, 얼가리, 고구마대",,44446
서구,양동시장,금강상회,1014,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.1541561,126.9020351,062-352-8889,,N,도소매,"도토리묵, 고구마대, 머위대",,44446
서구,양동시장,동운수산,1016,수산물,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15418139,126.9019453,062-362-6795,,N,수산물,"갈치,대하, 고등어, 조기",,44446
서구,양동시장,양동상회,1017,도소매,광주광역시 서구 천변좌로 238,광주광역시광역시 서구 양동 5,35.15421993,126.902016,062-366-6565,,N,도소매,"고추, 소금, 고추가루",,44446
서구,양동시장,양동참기름,1018,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15425365,126.9018333,062-365-4482,,N,도소매,"참기름, 참깨",,44446
서구,양동시장,진미수산,1021,수산물,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15430183,126.9017611,062-369-4604,,Y,수산물,미꾸라지,,44446
서구,양동시장,조은참기름,1025,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-10 라동,35.1543211,126.9019394,062-365-7648,,N,도소매,"참기름, 참깨, 들깨",,44446
서구,양동시장,자매상회,1026,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15437289,126.9019512,062-364-1805,,N,수산물,홍어.굴비,,44446
서구,양동시장,청해거북수산,1027,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15432833,126.9020852,,,N,수산물,냉동생선.굴비,,44446
서구,양동시장,해창상회,1028,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15429701,126.902072,062-365-4038,,N,수산물,해산물.오리.닭,,44446
서구,양동시장,행운상회,1029,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15429581,126.9021751,062-365-9378,,N,수산물,홍어,,44446
서구,양동시장,창덕상회,1030,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.1542669,126.9021206,062-369-1291,,N,수산물,홍어,,44446
서구,양동시장,전주상회,1031,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15420066,126.9022222,062-363-7004,,N,수산물,홍어.굴비,,44446
서구,양동시장,영미홍어,1032,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15416935,126.90229,062-366-2264,,N,수산물,홍어.조기.각종수산물,,44446
서구,양동시장,종가집,1033,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15415489,126.9023091,,,N,수산물,홍어사시미.홍어무침,,44446
서구,양동시장,신신상회,1035,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15425968,126.9017155,062-361-0849,,N,수산물,홍어,,44446
서구,양동시장,우진상회,1037,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15420066,126.9018289,062-367-0650,,N,"야채,나물","배추,표고버섯",,44446
서구,양동시장,담양상회,1038,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15417296,126.9018613,062-366-5971,,N,"야채,버섯","파,파프리카,고추",,44446
서구,양동시장,하남상회,1039,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15414164,126.9018834,062-361-4697,,N,야채,"당근,오이,양파,호박",,44446
서구,양동시장,잔디상회,1040,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15408985,126.9019497,062-366-1321,,N,"야채,미나리","당근,버섯,고추",,44446
서구,양동시장,팔도상회,1041,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15410672,126.9019335,062-362-3964,,N,"야채,부추","부추,버섯,고추,가지",,44446
서구,양동시장,무등상회,1042,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15406336,126.9019968,062-367-5308,,N,야채,"양파,감자,고구마",,44446
서구,양동시장,강진상회,1043,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15402843,126.9020455,062-363-7802,,N,야채,"양파,마늘,쪽파",,44446
서구,양동시장,효정상회,1044,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15401879,126.9020631,062-363-4576,,N,야채,"양파,쪽파,무",,44446
서구,양동시장,서울상회,1045,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15396941,126.9021132,,,N,야채,"양파,당근",,44446
서구,양동시장,보금자리,1050,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15383091,126.9023106,062-363-3989,,N,도소매,각종이불,,44446
서구,양동시장,악세사리가방,1056,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15363941,126.9027304,062-364-6640,,N,도소매,"모자,양산,지갑",,44446
서구,양동시장,천봉주단,1058,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15370324,126.9028011,062-363-2996,,N,도소매,한복,,44446
서구,양동시장,청실홍실,1059,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15371288,126.9028159,062-368-2219,,N,도소매,한복,,44446
서구,양동시장,은혜주단,1060,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15373335,126.9028365,062-363-7106,,N,도소매,한복,,44446
서구,양동시장,보름달,1061,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15375623,126.9028733,062-364-6072,,N,도소매,한복,,44446
서구,양동시장,광성상회,1062,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15377791,126.9028939,062-364-1569,,N,도소매,한복,,44446
서구,양동시장,현대주단,1063,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15380321,126.9028939,062-363-5327,,N,도소매,한복,,44446
서구,양동시장,해와달,1064,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15380923,126.9029013,,,N,도소매,한복,,44446
서구,양동시장,대한주단,1065,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15382127,126.9028777,062-365-1869,,N,도소매,한복,,44446
서구,양동시장,전통한복,1066,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15388992,126.9024005,062-366-3396,,N,도소매,한복,,44446
서구,양동시장,송하침구,1067,도소메,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15394292,126.9024211,062-366-2059,,N,도소매,이불,,44446
서구,양동시장,금성상회,1068,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15408745,126.9024844,062-369-1937,,N,도소매,불교용품,,44446
서구,양동시장,광주주단,1069,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15418139,126.9023357,062-352-5060,,N,도소매,한복,,44446
서구,양동시장,경진공예사,1070,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15422113,126.9022885,062-366-2674,,N,도소매,"목기, 병풍",,44446
서구,양동시장,성일주단,1071,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.154238,126.9022708,062-363-5162,seongil1024.modoo.at,N,도소매,옷,,44446
서구,양동시장,코오롱주단,1072,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15422113,126.9022797,062-366-4664,,N,도소매,옷,,44446
서구,양동시장,고흥수산,1073,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15424402,126.9021751,062-366-8671,,N,수산물,해산물,,44446
서구,양동시장,대길수산,1074,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15429581,126.9022532,,,N,수산물,조기,,44446
서구,양동시장,전통수산,1075,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15433569,126.902125,,,N,수산물,"새우, 갈치",,44446
서구,양동시장,광산홍어상회,1076,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15431642,126.9021957,062-361-0868,https://www.instagram.com/gwangsanhongeo/?igshid=6mi07pigzlw,Y,수산물,"홍어, 굴비",,44446
서구,양동시장,광주참기름,1082,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15434171,126.9020896,062-364-2047,,N,도소매,"들깨, 참기름",,44447
서구,양동시장,금산인삼,1083,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15437785,126.9019541,062-365-9338,,N,도소매,"인삼, 홍삼, 영지버섯",,44447
서구,양동시장,우리참기름,1086,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-351,35.15363597,126.9023844,062-369-4483,,N,도소매,"참기름, 들깨",,44447
서구,양동시장,해주상회,1088,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15374883,126.9022536,062-361-4351,,N,도소매,"버섯, 호박, 대파, 양파",,44447
서구,양동시장,각씨방한복,1096,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15358548,126.9021737,062-361-8937,,N,도소매,한복,,44447
서구,양동시장,무안침구,1097,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15357064,126.9021592,062-364-9019,,N,도소매,"방석,이불",,44447
서구,양동시장,성주한복,1098,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15354688,126.902141,062-369-1372,,N,도소매,"한복,아동복",,44447
서구,양동시장,나견승복,1099,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15354391,126.9021301,062-352-5715,,N,도소매,"승복, 생활한복",,44447
서구,양동시장,신도상회,1100,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15352312,126.902112,062-369-7206,,N,도소매,"주단,포목",,44447
서구,양동시장,일흥주단,1101,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15350233,126.9020684,062-369-0408,,N,도소매,"수의, 한복",,44447
서구,양동시장,빛고을배송,1102,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15348748,126.9020647,062-652-8286,,N,도소매,배송,,44447
서구,양동시장,김천유기,1103,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15349936,126.9020684,062-363-5219,,N,도소매,"불교,국악용품",,44447
서구,양동시장,윤창마크사,1104,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-349,35.15346372,126.9020502,062-363-2800,ycmark.edenstore.co.kr,N,도소매,"컴퓨터자수,미싱자수",,44447
서구,양동시장,일신개량한복도소매,1105,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5,35.15343699,126.9020248,062-363-4123,,N,도소매,한복,,44447
서구,양동시장,서울금방,1106,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15342808,126.9020102,062-369-4484,,N,도소매,"귀금속, 시계",,44447
서구,양동시장,현진상회,1107,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.1534162,126.9019921,062-363-4402,,N,도소매,"모시,영가옷",,44447
서구,양동시장,한미지업사,1108,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15339541,126.9019776,062-369-1953,,N,도소매,"벽지,마루",,44447
서구,양동시장,광진침구,1109,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15337165,126.9019485,062-363-5685,,N,도소매,"섬유, 원단",,44447
서구,양동시장,중앙상집,1110,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15338947,126.9019194,062-363-5497,,N,도소매,"병풍, 상",,44447
서구,양동시장,해풍상회,1111,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15339244,126.9019158,062-365-7754,,N,수산물,홍어.굴비,,44447
서구,양동시장,덕신상회,1112,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15340432,126.9019085,062-364-0884,,N,수산물,건어물,,44447
서구,양동시장,함평상회,1114,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15342214,126.9018759,062-368-7209,,N,수산물,홍어,,44447
서구,양동시장,장성상회,1115,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15344293,126.9018613,062-368-1638,,N,수산물,"홍어,사시미",,44447
서구,양동시장,벧엘상회,1116,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15345184,126.9018504,,,N,도소매,명태포.나물,,44447
서구,양동시장,대중상회,1117,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15345778,126.9018395,062-366-1231,,N,수산물,보리굴비.홍어,,44447
서구,양동시장,호남상회,1122,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15333007,126.9020211,062-364-4591,,N,야채,"열무,알타리",,44447
서구,양동시장,함평왕대포,1123,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15336274,126.9020647,062-365-4744,,N,야채,"시금치,양파",,44447
서구,양동시장,수련상회,1125,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15352312,126.9022209,062-365-0927,,N,야채,"고추,양배추,파",,44447
서구,양동시장,소망상회,1126,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15354985,126.9022681,,,N,야채,"양파,당근",,44447
서구,양동시장,대덕상회,1127,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15363003,126.9023408,,,N,야채,"도라지,나물류",,44447
서구,양동시장,청양상회,1129,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15364488,126.9023844,062-366-2947,,N,야채,"달래,두릅",,44447
서구,양동시장,수일상회,1130,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15357955,126.902457,062-366-8489,,N,야채,"양파,감자,배추",,44447
서구,양동시장,명신상회,1141,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15400686,126.9018902,,,N,야채,"야채,배추",,44448
서구,양동시장,영진상회,1142,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15398655,126.901922,062-364-8609,,N,야채,"고추,단호박,파프리카",,44448
서구,양동시장,예닮상회,1143,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.1539493,126.9019648,062-367-2088,,N,야채,"고구마,당근,양파",,44448
서구,양동시장,정은상회,1144,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15393463,126.9019896,062-366-4986,,N,야채,"오이,당근",,44448
서구,양동시장,성수상회,1145,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15390867,126.90202,062-369-2852,,N,야채,"양파,미나리",,44448
서구,양동시장,도라지상회,1146,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.1538782,126.9020269,062-368-2259,,N,야채,"야채,각종버섯",,44448
서구,양동시장,창성상회,1147,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15384772,126.9019979,,,N,"쌀,잡곡","쌀,잡곡",,44448
서구,양동시장,광주공예,1153,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15362651,126.9017494,062-363-7045,,N,도소매,병풍.목기,,44448
서구,양동시장,유동공예사,1154,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15359265,126.9017274,062-363-4975,,N,도소매,상.병풍,,44448
서구,양동시장,영암침구,1161,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15365781,126.9015707,,,N,도소매,"침대,이불",,44448
서구,양동시장,부성상회,1162,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15368141,126.90154,062-368-4049,,N,도소매,"마포,모시,타올",,44448
서구,양동시장,일신주단,1163,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15369556,126.9015198,,,N,도소매,"한복, 수의",,44448
서구,양동시장,조흥상회,1164,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15370736,126.9015024,062-369-7204,,N,도소매,"아동복, 한복",,44448
