시군구,시장명,점포명,점포(ID),분류,소재지도로명주소,소재지지번주소,위도,경도,전화번호,홈페이지,배달서비스,취급품목,주력상품,비고,데이터기준일자
북구,말바우시장,장터할인마트,604,도소매,광주광역시 북구 서방로63번길 16,광주광역시 북구 우산동 185-25,35.17285381,126.9202777,062-261-9085,,N,"슈퍼,마트","슈퍼,마트",,2021-09-14
북구,말바우시장,충현교회,605,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17285326,126.920277,062-269-2997,,N,교회,교회,,2021-09-14
북구,말바우시장,망월식육식당,606,음식점,광주광역시 북구 서방로63번길 18,광주광역시 북구 우산동 185-1,35.17284449,126.920275,062-514-4858,,N,한식,"고기,생고기",,2021-09-14
북구,말바우시장,말바우방앗간,607,도소매,광주광역시 북구 서방로63번길 21,광주광역시 북구 우산동 174-15,35.17284559,126.920275,062-262-9060,,N,방앗간,"참기름,들기름,선식",,2021-09-14
북구,말바우시장,우정식당,608,음식점,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17284065,126.920271,062-264-1660,,N,한식,"생선매운탕,백숙,삼겹살",,2021-09-14
북구,말바우시장,간지옷장,609,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17283572,126.920275,,,N,구제도소매,구제옷,,2021-09-14
북구,말바우시장,득량만횟집,610,생선회,광주광역시 북구 동문대로97번길 81,광주광역시 북구 우산동 174-12,35.17282256,126.920273,062-265-2452,,N,생선회,"광어,우럭,왕새우구이",,2021-09-14
북구,말바우시장,지업사횟집,611,생선회,광주광역시 북구 동문대로97번길 85,광주광역시 북구 우산동 174-11,35.17282147,126.9202804,062-265-2211,,N,생선회,"광어,우럭,왕새우구이",,2021-09-14
북구,말바우시장,말바우제환제분소,612,건강원,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17281818,126.9202944,,,N,건강원,"노니,모링가",,2021-09-14
북구,말바우시장,섬진강상회,613,도소매,광주광역시 북구 동문대로97번길 78,광주광역시 북구 우산동 183-23,35.17281434,126.9202965,,,N,야채,"배추,감자,양파,무,대파",,2021-09-14
북구,말바우시장,진도횟집,614,생선회,광주광역시 북구 동문대로97번길 76,광주광역시 북구 우산동 183-22,35.1728116,126.9203125,062-524-0153,,N,생선회,"광어,우럭,왕새우구이",,2021-09-14
북구,말바우시장,유원상회,615,도소매,광주광역시 북구 동문대로97번길 66,광주광역시 북구 우산동 183-10,35.17280996,126.9203193,,,N,고추도소매,고추,,2021-09-14
북구,말바우시장,영기네속옷가게,616,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17280831,126.9203273,,,N,속옷,속옷,,2021-09-14
북구,말바우시장,삼화식품,617,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17281544,126.9203307,062-266-0767,,N,"식품자재,잡화도소매","쌀,소금,계란,된장",,2021-09-14
북구,말바우시장,말바우식당,618,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17282366,126.9203286,062-265-8440,,N,식당,보양탕.양탕,,2021-09-14
북구,말바우시장,별미 순대국밥,619,도소매,광주광역시 북구 서방로63번길 4 1층,광주광역시 북구 우산동 186-27,35.17282805,126.9203374,062-262-9825,,N,식당,순대국밥,,2021-09-14
북구,말바우시장,웰빙 대패 삽겹살,620,도소매,광주광역시 북구 서방로 63,광주광역시 북구 우산동 186-36,35.17283572,126.9203347,062-267-2448,,N,식당,대패삼겹살,,2021-09-14
북구,말바우시장,우산 식육점,621,도소매,광주광역시 북구 서방로63번길 6,광주광역시 북구 우산동 186-34,35.17284833,126.920338,062-262-9414,,N,식육점,삼겹살.목살,,2021-09-14
북구,말바우시장,무대포 장어,622,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17284778,126.9203434,062-266-2930,,N,수산물,장어,,2021-09-14
북구,말바우시장,해바라기,623,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17285929,126.9203514,,,N,도소매,의류,,2021-09-14
북구,말바우시장,방울식당,624,도소매,광주광역시 북구 서방로63번길 13,광주광역시 북구 우산동 173-6,35.17287409,126.9203528,062-261-8558,,N,식당,갈치조림,,2021-09-14
북구,말바우시장,영광닭집,625,도소매,광주광역시 북구 중문로10번길 30,광주광역시 북구 우산동 173-31,35.17288615,126.9203514,062-268-0025,,N,도소매,닭손질.닭발,,2021-09-14
북구,말바우시장,무등닭집,626,도소매,광주광역시 북구 중문로10번길 33,광주광역시 북구 우산동 184-31,35.17289601,126.9203628,062-269-2495,,N,도소매,닭손질.닭발,,2021-09-14
북구,말바우시장,제비집,627,도소매,광주광역시 북구 서방로63번길 26,광주광역시 북구 우산동 184-29,35.17290752,126.9203602,,,N,식당,옻닭.닭도리탕,,2021-09-14
북구,말바우시장,델리슈 베이커리,628,도소매,광주광역시 북구 서방로63번길 28 델리슈베이커리,광주광역시 북구 우산동 184-1,35.17291575,126.9203642,062-261-9376,,N,제과점,각종빵,,2021-09-14
북구,말바우시장,해남횟집,629,도소매,광주광역시 북구 서방로63번길 28,광주광역시 북구 우산동 184-1,35.17292232,126.9203716,062-261-4727,,N,수산물,전어회.전어구이.장어,,2021-09-14
북구,말바우시장,화이트 화장품,630,도소매,광주광역시 북구 동문대로97번길 73 화이트유통(우산동),광주광역시 북구 우산동 184-3,35.17291794,126.9203669,,,N,도소매,각종화장품,,2021-09-14
북구,말바우시장,바우 보리밥,631,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17292726,126.9203716,062-262-6994,,N,도소매,계란.밤,,2021-09-14
북구,말바우시장,바우 손만두,632,도소매,광주광역시 북구 동문대로97번길 71,광주광역시 북구 우산동 184-4,35.17294589,126.9203749,062-262-6994,,N,도소매,고기만두.김치만두,,2021-09-14
북구,말바우시장,동신민물상회,633,도소매,광주광역시 북구 동문대로85번길 56,광주광역시 북구 우산동 185-20,35.17284069,126.9206493,062-263-9801,,N,도소매,수산물,,2021-09-14
북구,말바우시장,대원축산,634,도소매,광주광역시 북구 동문대로85번길 55,광주광역시 북구 우산동 186-6,35.17261729,126.9205559,062-261-7009,,N,도소매,정육점,,2021-09-14
북구,말바우시장,빛고을한과,635,도소매,광주광역시 북구 동문대로85번길 58,광주광역시 북구 우산동 185-21,35.17282564,126.9205303,062-224-3623,,N,도소매,"떡,한과",,2021-09-14
북구,말바우시장,무등제분소,636,도소매,광주광역시 북구 동문대로85번길 60,광주광역시 북구 우산동 185-22,35.1728671,126.9204264,062-263-1184,,N,도소매,"인삼분말,다시마",,2021-09-14
북구,말바우시장,자성흑염소,637,도소매,광주광역시 북구 동문대로85번길 60,광주광역시 북구 우산동 185-22,35.1728705,126.9204262,062-261-5851,,N,도소매,"칡즙, 과일즙",,2021-09-14
북구,말바우시장,망월상회,638,도소매,광주광역시 북구 동문대로85번길 59,광주광역시 북구 우산동 186-33,35.17264562,126.9203129,062-264-4379,,N,도소매,"생선, 회",,2021-09-14
북구,말바우시장,제일흑염소,639,도소매,광주광역시 북구 동문대로85번길 61,광주광역시 북구 우산동 186-32,35.17266276,126.9202034,062-261-0758,,N,도소매,건강식품,,2021-09-14
북구,말바우시장,말바우 웰빙푸드,640,도소매,광주광역시 북구 동문대로85번길 61,광주광역시 북구 우산동 186-32,35.17265547,126.9202041,,,N,도소매,각종식품,,2021-09-14
북구,말바우시장,말바우횟집,641,도소매,광주광역시 북구 동문대로85번길 64,광주광역시 북구 우산동 185-24,35.17289717,126.9201866,,,N,도소매,"생선, 회",,2021-09-14
북구,말바우시장,무대포장어,642,도소매,광주광역시 북구 동문대로85번길 64,광주광역시 북구 우산동 185-24,35.17290026,126.9201823,062-266-2930,,N,도소매,장어,,2021-09-14
북구,말바우시장,부부떡집,643,도소매,광주광역시 북구 동문대로85번길 63,광주광역시 북구 우산동 186-1,35.17283352,126.9200973,062-252-3692,,N,도소매,떡,,2021-09-14
북구,말바우시장,짱이야멀티샾,644,도소매,광주광역시 북구 서방로 89,광주광역시 북구 우산동 232-11,35.17122773,126.9223564,,,N,도소매,각종 옷,,2021-09-14
북구,말바우시장,뱅뱅,645,도소매,광주광역시 북구 서방로 89,광주광역시 북구 우산동 232-11,35.17121676,126.9223524,,,N,도소매,옷,,2021-09-14
북구,말바우시장,부강대중탕,646,도소매,광주광역시 북구 서방로 81,광주광역시 북구 우산동 189-56,35.17160956,126.9215673,062-262-3332,,N,도소매,목욕,,2021-09-14
북구,말바우시장,빛고을귀금속,647,도소매,광주광역시 북구 서방로 81,광주광역시 북구 우산동 189-56,35.17160313,126.921578,062-261-9077,,N,도소매,"귀금속, 시계",,2021-09-14
북구,말바우시장,문화상회,648,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17285698,126.920341,,,N,야채,"무,당근,파",,2021-09-15
북구,말바우시장,보성수산,649,도소매,광주광역시 북구 서방로73번길 38,광주광역시 북구 우산동 191-17,35.17289754,126.9203336,,,N,수산물,"고등어,갈치,병어",,2021-09-15
북구,말바우시장,인천젓갈,650,도소매,광주광역시 북구 동문대로97번길 54,광주광역시 북구 우산동 191-18,35.17290302,126.9203336,062-269-2491,,N,젓갈,숙성젓갈,,2021-09-15
북구,말바우시장,완도형제상회,651,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.1729085,126.9203323,,,N,건어물,"멸치,돌김,건어물",,2021-09-15
북구,말바우시장,영광굴비,652,도소매,광주광역시 북구 동문대로 101-1,광주광역시 북구 우산동 208-11,35.17291946,126.9203357,,,N,영광굴비,"영광굴비,꽃게",,2021-09-15
북구,말바우시장,세일신발백화점,653,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17292549,126.9203357,,,N,신발,신발,,2021-09-15
북구,말바우시장,영광수산,654,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17293152,126.920337,,,N,수산물,"굴비,고등어",,2021-09-15
북구,말바우시장,말바우이불,655,도소매,광주광역시 북구 서방로81번길 15,광주광역시 북구 우산동 189-31,35.17293591,126.9203417,,,N,이불,"이불,옥매트",,2021-09-15
북구,말바우시장,천연치자맛튀김,656,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17294248,126.9203471,,,N,튀김,튀김,,2021-09-15
북구,말바우시장,해남수산,657,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17295728,126.9203524,,,N,수산물,"갈치,조기",,2021-09-15
북구,말바우시장,선김치,658,도소매,광주광역시 북구 동문대로97번길 46,광주광역시 북구 우산동 191-22,35.17280961,126.9203125,062-264-0654,,N,김치,김치,,2021-09-15
북구,말바우시장,부산전통어묵,659,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17292823,126.920341,,,N,어묵,"즉석어묵,오뎅",,2021-09-15
북구,말바우시장,호야룸,660,도소매,광주광역시 북구 동문대로85번길 62(우산동),광주광역시 북구 우산동 185-23,35.17287013,126.9203182,,,N,옷,옷,,2021-09-15
북구,말바우시장,금성청과,661,도소매,광주광역시 북구 동문대로97번길 40,광주광역시 북구 우산동 191-24,35.17285917,126.9203108,,,N,과일,"토마토,복숭아",,2021-09-15
북구,말바우시장,청정건어물,662,도소매,광주광역시 북구 동문대로97번길 40 청정건어물,광주광역시 북구 우산동 191-24,35.17283505,126.9203021,,,N,건어물,"멸치,북어포,김,미역",,2021-09-15
북구,말바우시장,말바우골곰탕,663,음식점,광주광역시 북구 동문대로97번길 55,광주광역시 북구 우산동 190-1,35.17294023,126.9213864,062-262-1350,,N,한식,"생고기, 냉면",,2021-09-15
